id,en,ru
building_new.floor_0.room_0110_n,0110,0110
building_new.floor_0.room_0109_n,0109,0109
building_new.floor_0.room_0123_n,0123,0123
building_new.floor_0.room_0127_n,0127,0127
building_new.floor_0.elevator_2,2,2
building_new.floor_0.elevator_3,3,3
building_new.floor_0.toilet_3,3,3
building_new.floor_0.toilet_4,4,4
building_new.floor_0.elevator_4,4,4
building_new.floor_0.room_0147_n,0147,0147
building_new.floor_0.room_0214_n,0214,0214
building_new.floor_0.room_0213/1_n,0213/1,0213/1
building_new.floor_0.room_0219_n,0219,0219
building_new.floor_0.room_0213_n,0213,0213
building_new.floor_0.room_0212/1_n,0212/1,0212/1
building_new.floor_0.room_0221_n,0221,0221
building_new.floor_0.room_0220_n,0220,0220
building_new.floor_0.room_0223_n,0223,0223
building_new.floor_0.room_0212_n,0212,0212
building_new.floor_0.room_0112_n,0112,0112
building_new.floor_0.elevator_5,5,5
building_new.floor_0.room_0225_n,0225,0225
building_new.floor_0.room_0209_n,0209,0209
building_new.floor_0.room_0227_n,0227,0227
building_new.floor_0.room_0208_n,0208,0208
building_new.floor_0.room_0229_n,0229,0229
building_new.floor_0.room_0207_n,0207,0207
building_new.floor_0.toilet_5,5,5
building_new.floor_0.toilet_6,6,6
building_new.floor_0.room_0206_n,0206,0206
building_new.floor_0.room_0205_n,0205,0205
building_new.floor_0.room_0204_n,0204,0204
building_new.floor_0.room_0246_n,0246,0246
building_new.floor_0.elevator_6,6,6
building_new.floor_0.elevator_7,7,7
building_new.floor_0.stair_1,1,1
building_new.floor_0.stair_2,2,2
building_new.floor_0.room_0253_n,0253,0253
building_new.floor_0.room_0299_n,0299,0299
building_new.floor_0.toilet_7,7,7
building_new.floor_0.disabledToilet_0,0,0
building_new.floor_0.toilet_8,8,8
building_new.floor_0.room_0298_n,0298,0298
building_new.floor_0.room_0265_n,0265,0265
building_new.floor_0.room_0268_n,0268,0268
building_new.floor_0.room_0269_n,0269,0269
building_new.floor_0.room_0273_n,0273,0273
building_new.floor_0.room_0295_n,0295,0295
building_new.floor_0.room_0296_n,0296,0296
building_new.floor_0.room_0297_n,0297,0297
building_new.floor_0.room_0340_n,0340,0340
building_new.floor_0.room_0341_n,0341,0341
building_new.floor_0.room_0342_n,0342,0342
building_new.floor_0.elevator_8,8,8
building_new.floor_0.room_0338_n,0338,0338
building_new.floor_0.room_0343_n,0343,0343
building_new.floor_0.room_0335_n,0335,0335
building_new.floor_0.room_0344_n,0344,0344
building_new.floor_0.room_0345_n,0345,0345
building_new.floor_0.room_0333_n,0333,0333
building_new.floor_0.room_0346_n,0346,0346
building_new.floor_0.room_0332_n,0332,0332
building_new.floor_0.elevator_9,9,9
building_new.floor_0.room_0324_n,0324,0324
building_new.floor_0.toilet_9,9,9
building_new.floor_0.toilet_10,10,10
building_new.floor_0.elevator_10,10,10
building_new.floor_0.room_0308_n,0308,0308
building_new.floor_0.room_0306_n,0306,0306
building_new.floor_0.room_0288_n,0288,0288
building_new.floor_0.room_0289_n,0289,0289
building_new.floor_0.room_0290_n,0290,0290
building_new.floor_0.room_0291_n,0291,0291
building_new.floor_0.room_0281_n,0281,0281
building_new.floor_0.room_0280_n,0280,0280
building_new.floor_0.room_0292_n,0292,0292
building_new.floor_0.room_0293_n,0293,0293
building_new.floor_0.room_0279_n,0279,0279
building_new.floor_0.room_0339_n,0339,0339
building_old.floor_2.room_219_m,219,219
building_old.floor_2.room_221_m,221,221
building_old.floor_2.room_223_m,223,223
building_old.floor_2.room_225_m,225,225
building_old.floor_2.room_227_m,227,227
building_old.floor_2.room_229_m,229,229
building_old.floor_2.room_231_m,231,231
building_old.floor_2.room_233_m,233,233
building_old.floor_2.room_235_m,235,235
building_old.floor_2.room_237_m,237,237
building_old.floor_2.room_239_m,239,239
building_old.floor_2.room_241_m,241,241
building_old.floor_2.room_243_m,243,243
building_old.floor_2.room_220_m,220,220
building_old.floor_2.room_218_m,218,218
building_old.floor_2.room_216b_m,216b,216б
building_old.floor_2.room_217_m,217,217
building_old.floor_2.room_217a_m,217a,217а
building_old.floor_2.room_215a_m,215a,215а
building_old.floor_2.room_215_m,215,215
building_old.floor_2.room_213a_m,213a,213а
building_old.floor_2.room_213_m,213,213
building_old.floor_2.room_211_m,211,211
building_old.floor_2.room_211a_m,211a,211а
building_old.floor_2.room_209_m,209,209
building_old.floor_2.room_207_m,207,207
building_old.floor_2.room_205_m,205,205
building_old.floor_2.room_203_m,203,203
building_old.floor_2.room_201_m,201,201
building_old.floor_2.room_202_m,202,202
building_old.floor_2.room_204_m,204,204
building_old.floor_2.room_206_m,206,206
building_old.floor_2.room_208_m,208,208
building_old.floor_2.room_210_m,210,210
building_old.floor_2.room_212_m,212,212
building_old.floor_2.room_214_m,214,214
building_old.floor_2.toilet_0,0,0
building_old.floor_2.toilet_1,1,1
building_old.floor_2.room_245_m,245,245
building_old.floor_2.room_259_m,259,259
building_old.floor_2.room_257_m,257,257
building_old.floor_2.room_247_m,247,247
building_old.floor_2.room_249_m,249,249
building_old.floor_2.room_253_m,253,253
building_old.floor_2.room_251_m,251,251
building_old.floor_2.room_261_m,261,261
building_old.floor_2.room_228_m,228,228
building_old.floor_2.room_263_m,263,263
building_old.floor_2.room_230_m,230,230
building_old.floor_2.room_232_m,232,232
building_old.floor_2.room_265_m,265,265
building_old.floor_2.room_234_m,234,234
building_old.floor_2.room_236_m,236,236
building_old.floor_2.toilet_2,2,2
building_old.floor_2.room_201_l,201,201
building_old.floor_2.room_202a_l,202a,202а
building_old.floor_2.room_202_l,202,202
building_old.floor_2.room_232_l,232,232
building_old.floor_2.room_233_l,233,233
building_old.floor_2.room_234_l,234,234
building_old.floor_2.room_231_l,231,231
building_old.floor_2.room_230_l,230,230
building_old.floor_2.room_204_l,204,204
building_old.floor_2.room_228_l,228,228
building_old.floor_2.elevator_0,0,0
building_old.floor_2.elevator_1,1,1
building_old.floor_2.toilet_3,3,3
building_old.floor_2.room_226_l,226,226
building_old.floor_2.room_207_l,207,207
building_old.floor_2.room_205_l,205,205
building_old.floor_2.room_208_l,208,208
building_old.floor_2.room_224_l,224,224
building_old.floor_2.room_209_l,209,209
building_old.floor_2.room_222_l,222,222
building_old.floor_2.room_210_l,210,210
building_old.floor_2.room_222b_l,222b,222б
building_old.floor_2.room_211_l,211,211
building_old.floor_2.room_221_l,221,221
building_old.floor_2.room_212_l,212,212
building_old.floor_2.room_213_l,213,213
building_old.floor_2.elevator_2,2,2
building_old.floor_2.room_220_l,220,220
building_old.floor_2.room_216_l,216,216
building_old.floor_2.room_219_l,219,219
building_old.floor_2.room_217_l,217,217
building_old.floor_2.room_218_l,218,218
building_old.floor_2.room_235_l,235,235
building_old.floor_2.room_201a_p,201a,201а
building_old.floor_2.room_202a_p,202a,202а
building_old.floor_2.room_203a_p,203a,203а
building_old.floor_2.room_204a_p,204a,204а
building_old.floor_2.room_209a_p,209a,209а
building_old.floor_2.room_211a_p,211a,211а
building_old.floor_2.room_213a_p,213a,213а
building_old.floor_2.room_215a_p,215a,215а
building_old.floor_2.room_217a_p,217a,217а
building_old.floor_2.diner_0,0,0
building_old.floor_2.room_218a_p,218a,218а
building_old.floor_2.room_219a_p,219a,219а
building_old.floor_2.room_234a_p,234a,234а
building_old.floor_2.room_233a_p,233a,233а
building_old.floor_2.room_232a_p,232a,232а
building_old.floor_2.room_220a_p,220a,220а
building_old.floor_2.room_221a_p,221a,221а
building_old.floor_2.room_222a_p,222a,222а
building_old.floor_2.room_223a_p,223a,223а
building_old.floor_2.room_224a_p,224a,224а
building_old.floor_2.room_225a_p,225a,225а
building_old.floor_2.room_231a_p,231a,231а
building_old.floor_2.room_226a_p,226a,226а
building_old.floor_2.room_227a_p,227a,227а
building_old.floor_2.room_228a_p,228a,228а
building_old.floor_2.room_229a_p,229a,229а
building_old.floor_2.room_230a_p,230a,230а
building_old.floor_2.stair_0,0,0
building_old.floor_2.stair_1,1,1
building_old.floor_2.stair_2,2,2
building_old.floor_2.stair_3,3,3
building_old.floor_2.stair_4,4,4
building_old.floor_2.stair_5,5,5
building_old.floor_2.stair_6,6,6
building_old.floor_2.stair_7,7,7
building_old.floor_3.room_301_m,301,301
building_old.floor_3.room_302_m,302,302
building_old.floor_3.room_302b_m,302b,302б
building_old.floor_3.room_302a_m,302a,302а
building_old.floor_3.room_304_m,304,304
building_old.floor_3.room_301a_m,301a,301а
building_old.floor_3.room_303_m,303,303
building_old.floor_3.room_306_m,306,306
building_old.floor_3.room_305_m,305,305
building_old.floor_3.room_308_m,308,308
building_old.floor_3.room_307_m,307,307
building_old.floor_3.room_310_m,310,310
building_old.floor_3.room_312_m,312,312
building_old.floor_3.room_309_m,309,309
building_old.floor_3.room_314_m,314,314
building_old.floor_3.room_311_m,311,311
building_old.floor_3.toilet_0,0,0
building_old.floor_3.room_316_m,316,316
building_old.floor_3.room_313_m,313,313
building_old.floor_3.room_315_m,315,315
building_old.floor_3.room_318_m,318,318
building_old.floor_3.room_317_m,317,317
building_old.floor_3.room_320_m,320,320
building_old.floor_3.room_322_m,322,322
building_old.floor_3.room_317a_m,317a,317а
building_old.floor_3.room_324_m,324,324
building_old.floor_3.room_319_m,319,319
building_old.floor_3.room_321_m,321,321
building_old.floor_3.room_321a_m,321a,321а
building_old.floor_3.room_323_m,323,323
building_old.floor_3.room_326_m,326,326
building_old.floor_3.toilet_1,1,1
building_old.floor_3.room_325_m,325,325
building_old.floor_3.room_327_m,327,327
building_old.floor_3.room_328_m,328,328
building_old.floor_3.room_330_m,330,330
building_old.floor_3.room_332_m,332,332
building_old.floor_3.room_334_m,334,334
building_old.floor_3.room_336_m,336,336
building_old.floor_3.room_338_m,338,338
building_old.floor_3.room_340_m,340,340
building_old.floor_3.room_329_m,329,329
building_old.floor_3.room_331_m,331,331
building_old.floor_3.room_333_m,333,333
building_old.floor_3.room_342_m,342,342
building_old.floor_3.room_344_m,344,344
building_old.floor_3.room_335_m,335,335
building_old.floor_3.room_346_m,346,346
building_old.floor_3.room_348_m,348,348
building_old.floor_3.room_337_m,337,337
building_old.floor_3.room_307a_m,307a,307а
building_old.floor_3.toilet_2,2,2
building_old.floor_3.room_336_l,336,336
building_old.floor_3.room_335_l,335,335
building_old.floor_3.room_300_l,300,300
building_old.floor_3.room_301_l,301,301
building_old.floor_3.room_334_l,334,334
building_old.floor_3.room_333_l,333,333
building_old.floor_3.room_302_l,302,302
building_old.floor_3.room_332_l,332,332
building_old.floor_3.room_330_l,330,330
building_old.floor_3.elevator_0,0,0
building_old.floor_3.elevator_1,1,1
building_old.floor_3.toilet_3,3,3
building_old.floor_3.room_326_l,326,326
building_old.floor_3.room_305_l,305,305
building_old.floor_3.room_306_l,306,306
building_old.floor_3.room_307_l,307,307
building_old.floor_3.room_308_l,308,308
building_old.floor_3.room_325_l,325,325
building_old.floor_3.room_323_l,323,323
building_old.floor_3.room_323a_l,323a,323а
building_old.floor_3.room_309_l,309,309
building_old.floor_3.room_322_l,322,322
building_old.floor_3.room_321_l,321,321
building_old.floor_3.room_320_l,320,320
building_old.floor_3.room_319_l,319,319
building_old.floor_3.room_318_l,318,318
building_old.floor_3.elevator_2,2,2
building_old.floor_3.room_310_l,310,310
building_old.floor_3.room_315_l,315,315
building_old.floor_3.room_316_l,316,316
building_old.floor_3.room_317_l,317,317
building_old.floor_3.room_314_l,314,314
building_old.floor_3.room_313_l,313,313
building_old.floor_3.room_312_l,312,312
building_old.floor_3.room_331_l,331,331
building_old.floor_3.room_306a_p,306a,306а
building_old.floor_3.room_301a_p,301a,301а
building_old.floor_3.room_301k_p,301k,301к
building_old.floor_3.stair_0,0,0
building_old.floor_3.stair_1,1,1
building_old.floor_3.stair_2,2,2
building_old.floor_3.stair_3,3,3
building_old.floor_3.stair_4,4,4
building_old.floor_3.stair_5,5,5
building_old.floor_3.stair_6,6,6
building_old.floor_3.stair_7,7,7
building_old.floor_4.room_402_m,402,402
building_old.floor_4.room_401_m,401,401
building_old.floor_4.room_403_m,403,403
building_old.floor_4.room_404_m,404,404
building_old.floor_4.room_406_m,406,406
building_old.floor_4.room_405_m,405,405
building_old.floor_4.room_407_m,407,407
building_old.floor_4.room_408_m,408,408
building_old.floor_4.room_409_m,409,409
building_old.floor_4.room_410_m,410,410
building_old.floor_4.room_412_m,412,412
building_old.floor_4.room_411_m,411,411
building_old.floor_4.room_413_m,413,413
building_old.floor_4.room_414_m,414,414
building_old.floor_4.room_415_m,415,415
building_old.floor_4.toilet_0,0,0
building_old.floor_4.room_417_m,417,417
building_old.floor_4.room_416_m,416,416
building_old.floor_4.room_416a_m,416a,416а
building_old.floor_4.room_419_m,419,419
building_old.floor_4.room_421_m,421,421
building_old.floor_4.room_418_m,418,418
building_old.floor_4.room_420_m,420,420
building_old.floor_4.room_422_m,422,422
building_old.floor_4.room_424_m,424,424
building_old.floor_4.room_426_m,426,426
building_old.floor_4.room_425_m,425,425
building_old.floor_4.room_423_m,423,423
building_old.floor_4.room_427_m,427,427
building_old.floor_4.toilet_1,1,1
building_old.floor_4.room_431_m,431,431
building_old.floor_4.room_433_m,433,433
building_old.floor_4.room_428_m,428,428
building_old.floor_4.room_435_m,435,435
building_old.floor_4.room_430_m,430,430
building_old.floor_4.room_432_m,432,432
building_old.floor_4.room_437_m,437,437
building_old.floor_4.room_434_m,434,434
building_old.floor_4.room_439_m,439,439
building_old.floor_4.room_436_m,436,436
building_old.floor_4.room_441_m,441,441
building_old.floor_4.room_443_m,443,443
building_old.floor_4.room_438_m,438,438
building_old.floor_4.room_440_m,440,440
building_old.floor_4.room_442_m,442,442
building_old.floor_4.room_445_m,445,445
building_old.floor_4.room_429_m,429,429
building_old.floor_4.toilet_2,2,2
building_old.floor_4.room_435_l,435,435
building_old.floor_4.room_434_l,434,434
building_old.floor_4.room_401_l,401,401
building_old.floor_4.room_433_l,433,433
building_old.floor_4.room_402_l,402,402
building_old.floor_4.room_403_l,403,403
building_old.floor_4.room_404_l,404,404
building_old.floor_4.room_430_l,430,430
building_old.floor_4.room_429_l,429,429
building_old.floor_4.elevator_0,0,0
building_old.floor_4.elevator_1,1,1
building_old.floor_4.toilet_3,3,3
building_old.floor_4.room_428_l,428,428
building_old.floor_4.room_406_l,406,406
building_old.floor_4.room_407_l,407,407
building_old.floor_4.room_426_l,426,426
building_old.floor_4.room_427_l,427,427
building_old.floor_4.room_425_l,425,425
building_old.floor_4.room_424a_l,424a,424а
building_old.floor_4.room_424_l,424,424
building_old.floor_4.room_423_l,423,423
building_old.floor_4.room_408_l,408,408
building_old.floor_4.room_409_l,409,409
building_old.floor_4.room_422_l,422,422
building_old.floor_4.room_421_l,421,421
building_old.floor_4.room_410_l,410,410
building_old.floor_4.room_420_l,420,420
building_old.floor_4.room_412_l,412,412
building_old.floor_4.room_411_l,411,411
building_old.floor_4.elevator_2,2,2
building_old.floor_4.room_413_l,413,413
building_old.floor_4.room_419_l,419,419
building_old.floor_4.room_418_l,418,418
building_old.floor_4.room_414_l,414,414
building_old.floor_4.room_417_l,417,417
building_old.floor_4.room_416_l,416,416
building_old.floor_4.room_415_l,415,415
building_old.floor_4.room_405_l,405,405
building_old.floor_4.stair_0,0,0
building_old.floor_4.stair_1,1,1
building_old.floor_4.stair_2,2,2
building_old.floor_4.stair_3,3,3
building_old.floor_4.stair_4,4,4
building_old.floor_4.stair_5,5,5
building_old.floor_4.stair_6,6,6
building_old.floor_1.room_115_l,115,115
building_old.floor_1.room_114_l,114,114
building_old.floor_1.room_116_l,116,116
building_old.floor_1.room_113_l,113,113
building_old.floor_1.room_117_l,117,117
building_old.floor_1.room_112_l,112,112
building_old.floor_1.room_118_l,118,118
building_old.floor_1.room_119_l,119,119
building_old.floor_1.room_120_l,120,120
building_old.floor_1.room_109_l,109,109
building_old.floor_1.room_121_l,121,121
building_old.floor_1.room_106_l,106,106
building_old.floor_1.room_123_l,123,123
building_old.floor_1.room_124_l,124,124
building_old.floor_1.room_126_l,126,126
building_old.floor_1.room_125_l,125,125
building_old.floor_1.room_104_l,104,104
building_old.floor_1.room_127_l,127,127
building_old.floor_1.room_101_l,101,101
building_old.floor_1.room_129_l,129,129
building_old.floor_1.room_130_l,130,130
building_old.floor_1.diner_0,0,0
building_old.floor_1.toilet_0,0,0
building_old.floor_1.elevator_0,0,0
building_old.floor_1.elevator_1,1,1
building_old.floor_1.elevator_2,2,2
building_old.floor_1.room_107a_p,107a,107а
building_old.floor_1.room_106a_p,106a,106а
building_old.floor_1.room_105a_p,105a,105а
building_old.floor_1.room_104a_p,104a,104а
building_old.floor_1.room_103a_p,103a,103а
building_old.floor_1.room_108a_p,108a,108а
building_old.floor_1.room_110a_p,110a,110а
building_old.floor_1.room_112a_p,112a,112а
building_old.floor_1.room_113a_p,113a,113а
building_old.floor_1.room_101a_p,101a,101а
building_old.floor_1.room_114a_p,114a,114а
building_old.floor_1.room_115a_p,115a,115а
building_old.floor_1.room_117a_p,117a,117а
building_old.floor_1.room_118a_p,118a,118а
building_old.floor_1.room_119a_p,119a,119а
building_old.floor_1.room_100b_p,100b,100б
building_old.floor_1.room_120a_p,120a,120а
building_old.floor_1.room_121a_p,121a,121а
building_old.floor_1.room_100a_p,100a,100а
building_old.floor_1.room_122a_p,122a,122а
building_old.floor_1.room_122b_p,122b,122б
building_old.floor_1.room_123a_p,123a,123а
building_old.floor_1.room_124a_p,124a,124а
building_old.floor_1.room_125a_p,125a,125а
building_old.floor_1.diner_1,1,1
building_old.floor_1.room_105_m,105,105
building_old.floor_1.room_102/1_m,102/1,102/1
building_old.floor_1.room_104_m,104,104
building_old.floor_1.room_102_m,102,102
building_old.floor_1.room_107_m,107,107
building_old.floor_1.room_109_m,109,109
building_old.floor_1.room_106_m,106,106
building_old.floor_1.room_108_m,108,108
building_old.floor_1.room_110_m,110,110
building_old.floor_1.room_111_m,111,111
building_old.floor_1.room_113_m,113,113
building_old.floor_1.room_115_m,115,115
building_old.floor_1.room_112_m,112,112
building_old.floor_1.diner_2,2,2
building_old.floor_1.toilet_1,1,1
building_old.floor_1.disabledToilet_0,0,0
building_old.floor_1.room_117_m,117,117
building_old.floor_1.room_119_m,119,119
building_old.floor_1.room_121_m,121,121
building_old.floor_1.room_123_m,123,123
building_old.floor_1.room_125/1_m,125/1,125/1
building_old.floor_1.room_123/2_m,123/2,123/2
building_old.floor_1.room_125a_m,125a,125а
building_old.floor_1.room_125_m,125,125
building_old.floor_1.room_129_m,129,129
building_old.floor_1.room_131_m,131,131
building_old.floor_1.room_133_m,133,133
building_old.floor_1.diner_3,3,3
building_old.floor_1.toilet_2,2,2
building_old.floor_1.room_114_m,114,114
building_old.floor_1.room_135_m,135,135
building_old.floor_1.room_116_m,116,116
building_old.floor_1.room_118_m,118,118
building_old.floor_1.room_137_m,137,137
building_old.floor_1.room_120_m,120,120
building_old.floor_1.room_139_m,139,139
building_old.floor_1.stair_0,0,0
building_old.floor_1.stair_1,1,1
building_old.floor_1.stair_2,2,2
building_old.floor_1.stair_3,3,3
building_old.floor_1.stair_4,4,4
building_old.floor_1.stair_5,5,5
building_old.floor_1.stair_6,6,6
building_old.floor_5.room_532_l,532,532
building_old.floor_5.room_531_l,531,531
building_old.floor_5.room_500_l,500,500
building_old.floor_5.room_530a_l,530a,530а
building_old.floor_5.room_529_l,529,529
building_old.floor_5.room_530_l,530,530
building_old.floor_5.room_501_l,501,501
building_old.floor_5.room_528_l,528,528
building_old.floor_5.room_502_l,502,502
building_old.floor_5.room_503_l,503,503
building_old.floor_5.room_527_l,527,527
building_old.floor_5.room_526_l,526,526
building_old.floor_5.room_504_l,504,504
building_old.floor_5.room_525_l,525,525
building_old.floor_5.elevator_0,0,0
building_old.floor_5.elevator_1,1,1
building_old.floor_5.toilet_0,0,0
building_old.floor_5.room_523_l,523,523
building_old.floor_5.room_505_l,505,505
building_old.floor_5.room_506_l,506,506
building_old.floor_5.room_522_l,522,522
building_old.floor_5.room_507_l,507,507
building_old.floor_5.room_521_l,521,521
building_old.floor_5.room_520_l,520,520
building_old.floor_5.room_508_l,508,508
building_old.floor_5.room_509_l,509,509
building_old.floor_5.toilet_1,1,1
building_old.floor_5.room_510_l,510,510
building_old.floor_5.room_519_l,519,519
building_old.floor_5.room_510a_l,510a,510а
building_old.floor_5.room_518_l,518,518
building_old.floor_5.room_517_l,517,517
building_old.floor_5.room_516_l,516,516
building_old.floor_5.elevator_2,2,2
building_old.floor_5.stair_0,0,0
building_old.floor_5.stair_1,1,1
building_old.floor_5.stair_2,2,2
building_old.floor_0.stair_0,0,0
building_old.floor_6.disabledToilet_0,0,0
building_old.floor_6.disabledToilet_1,1,1
building_old.floor_6.stair_0,0,0
